hasher,source,e_label,e2_label,e3_label,ra_label,ita,s_label,s_label_mean,s_label_count,c_label,Agreement,Difficulty,Case ID,Qualified Reads,Origin,Reads 1 [qualified],Weight 1 [qualified],Reads 2 [qualified],Reads 6 [qualified],Weight 2 [qualified],Weight 6 [qualified],Reads none [qualified],Weight none [qualified],Reads 3 [qualified],Weight 3 [qualified],Reads 4 [qualified],Reads 5 [qualified],Weight 4 [qualified],Weight 5 [qualified],Comments,Majority Label
108d8fb81e8dbe9f52fd963ac17284e0.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),4.0,5,4,5,3.0,5.0,4.19811320754717,530,4.0,0.513,0.484,6201315,31,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Lichen planus (6).png,,,,,,,,,2.0,1.26,16.0,13.0,10.0,8.23,,['4']
e4a0d12702205e8da80a12826d5a7cc2.jpg,Book - Fitzpatricks Dermatology (Kang 2019),5.0,5,6,5,5.0,6.0,5.069767441860465,559,6.0,0.585,0.643,6201296,42,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_Annular plaques of secondary syphilis.png,,,,25.0,,14.63,,,1.0,0.53,1.0,15.0,0.54,9.3,,['6']
261ab050221f6a299e1afb750ca5b7a2.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,4,5,2,2.0,2.0,2.3902439024390243,410,2.0,0.405,0.688,6201309,16,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_cutaneous T-cell lymphoma (mycosis fungoides)- after treatment.png,5.0,3.0,6.0,,4.08,,,,5.0,3.0,,,,,,['2']
6157d4e6a8307a64f0d1a37b50e9bb03.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,4,4,4,3.0,4.0,3.2553699284009547,419,3.0,0.456,0.571,6201393,14,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus mimicking hyperkeratotic hand eczema.jpg,1.0,0.58,1.0,,0.6,,1.0,0.52,6.0,3.9,4.0,1.0,2.43,0.52,,['3']
0c6f781ce8f49d4722811e1e75ba3cb8.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,3,3,3,3.0,2.0,2.02540415704388,433,2.0,0.634,0.938,6201122,16,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_Nodular secondary syphilis.png,4.0,2.5,10.0,,6.34,,1.0,0.55,1.0,0.61,,,,,,['2']
c071b55c150a6dc43e90c711bc171b89.jpg,Book - Dermatology (Bolognia 2018),4.0,3,3,3,3.0,3.0,3.0831509846827134,457,3.0,0.411,0.903,6201192,31,Book - Dermatology (Bolognia 2018)_Atrophic lichen planus of the lower extremities.png,5.0,3.4,10.0,,6.34,,,,13.0,7.99,3.0,,1.72,,,['3']
450f851a16e4887927c32d34f916f9d1.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,2,2,1,1.0,2.0,1.8274582560296846,539,1.0,0.752,0.789,6201368,19,Book - Fitzpatricks Dermatology (Kang 2019)_Vesiculobullous lichen planus.png,14.0,8.23,4.0,,2.21,,,,,,1.0,,0.51,,,['1']
9f1f35f4e2110b212e69e5c4de5b85e8.jpg,Book - Andrews Diseases of the Skin (James 2020),3.0,3,4,5,4.0,4.0,3.739420935412027,449,4.0,0.717,1.0,6201427,24,Book - Andrews Diseases of the Skin (James 2020)_Koebnerized Lichen planus.png,,,,,,,,,,,17.0,7.0,10.27,4.06,,['4']
827990b3ab12d11f1fea7d96a16490d3.jpg,Book - Dermatology (Bolognia 2018),6.0,6,6,6,6.0,6.0,3.58203125,512,-1.0,0.703,0.709,6201147,79,Book - Dermatology (Bolognia 2018)_Orogenital lesions of secondary syphilis (2).png,,,,23.0,,14.37,56.0,34.08,,,,,,,,['none']
5c292184975a8c5bdf13d870302417e7.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,3,3,2,2.0,2.0,2.50104821802935,477,-1.0,0.757,0.867,6201379,15,Book - Rooks textbook of dermatology (Griffiths 2016)_Scarring alopecia caused by lichen planus showing active lesions.jpg,2.0,1.11,2.0,,1.15,,11.0,7.04,,,,,,,,['none']
893d60ad0c1586f6a1def01953b3c1ac.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,2,2,1,1.0,2.0,1.8109640831758034,529,1.0,0.561,0.632,6201046,19,Book - Andrews Diseases of the Skin (James 2020)_Dermatomyositis (6).png,11.0,6.92,7.0,,4.78,,,,1.0,0.64,,,,,,['1']
aaf38e1758ca58ca34d249a3498767f0.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,3,2,4,1.0,3.0,2.5588235294117645,544,2.0,0.452,0.565,6201226,23,Book - Fitzpatricks Dermatology (Kang 2019)_Hypertrophic lichen planus.png,10.0,6.35,10.0,,6.02,,,,3.0,1.69,,,,,,['2']
af89a32ac2b1fb5eb66514319d279c66.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,1,2,1,2.0,1.0,1.5819209039548023,531,1.0,0.938,0.941,6201472,17,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus of the palms and feet showing hyperkeratosis and a yellow colour.jpg,16.0,10.25,1.0,,0.68,,,,,,,,,,,['1']
b19bc079a7f2420f50ce924cba9578e7.jpg,Book - Andrews Diseases of the Skin (James 2020),5.0,5,5,5,5.0,5.0,5.032085561497326,561,6.0,0.633,0.655,6201228,29,Book - Andrews Diseases of the Skin (James 2020)_Annular secondary syphilis.png,,,,18.0,,11.37,,,,,1.0,10.0,0.55,6.04,,['6']
a687fae7a0d6f4b91c3f03a7908d612f.jpg,Book - Dermatology (Bolognia 2018),3.0,3,4,4,3.0,3.0,3.5955882352941178,408,4.0,0.471,0.588,6201016,17,Book - Dermatology (Bolognia 2018)_Lichen planus with postinflammatory hyperpigmentation.png,,,2.0,,1.14,,,,7.0,4.39,8.0,,4.92,,,['4']
66f7e3b63198d5bf22ed25a39faedc93.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),4.0,5,4,4,5.0,4.0,3.976923076923077,390,4.0,0.639,0.375,6201282,32,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_Lichen planus.png,,,,,,,,,9.0,5.26,20.0,3.0,12.44,1.77,,['4']
2b11a456294108419ef12e191961e0d4.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),-1.0,2,-1,-1,6.0,-1.0,0.5902527075812274,554,-1.0,0.983,0.019,6201338,54,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus (6).jpg,1.0,0.57,,,,,53.0,33.73,,,,,,,,['none']
937cc4162e867d3eb4e3e347c0fb2981.jpg,Book - Clinical dermatology (Habif 2010),2.0,1,2,1,1.0,1.0,1.801909307875895,419,1.0,0.879,0.929,6201413,14,Book - Clinical dermatology (Habif 2010)_atopic dermatitis (13).png,12.0,7.32,1.0,,0.5,,,,1.0,0.51,,,,,,['1']
e13607d90bd109d8e33cbb1514a8f2a3.jpg,Book - Clinical dermatology (Habif 2010),3.0,4,4,4,5.0,5.0,4.040816326530612,441,5.0,0.502,0.958,6201437,24,Book - Clinical dermatology (Habif 2010)_Lichen planus (14).png,,,,9.0,,5.61,,,1.0,0.58,2.0,12.0,1.34,7.58,,['5']
1bbd8ebb6a8adefba1da3b01f1186865.jpg,Book - Dermatology (Bolognia 2018),3.0,2,2,3,2.0,3.0,3.0691358024691358,405,3.0,0.428,0.625,6201212,8,Book - Dermatology (Bolognia 2018)_Atopic dermatitis variants 2.png,1.0,0.62,3.0,,2.08,,,,3.0,1.64,1.0,,0.52,,,['3']
d081dad9a69e348646d50e9275c72ef0.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,2,2,2,2.0,2.0,2.2114285714285713,525,2.0,0.823,0.222,6201191,9,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_lichen planus (5).png,,,7.0,,4.78,,,,2.0,1.03,,,,,,['2']
a2542d5b16dce9b921b0853aa2babcd9.jpg,Book - Dermatology (Bolognia 2018),4.0,4,5,4,3.0,4.0,3.6405109489051095,548,4.0,0.699,0.31,6200997,29,Book - Dermatology (Bolognia 2018)_Exanthematous lichen planus.jpg,,,,,,,,,5.0,3.05,20.0,4.0,12.62,2.38,,['4']
3525cd2d21eeb5f7b8e13f095f7e1327.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),5.0,5,6,5,5.0,6.0,5.117338003502627,571,6.0,0.95,0.947,6201452,38,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus pemphigoides.jpg,,,,36.0,,22.44,,,,,,2.0,,1.17,,['6']
3a20823a4c7b08f184148fad109e2cfd.jpg,Book - Clinical dermatology (Habif 2010),5.0,6,6,5,3.0,6.0,5.3747016706443915,419,6.0,0.754,0.761,6201316,46,Book - Clinical dermatology (Habif 2010)_Generalized atopic dermatitis.png,,,,35.0,,21.01,,,,,,11.0,,6.85,,['6']
32cfc51c57591fd5942231ec3d8cce52.jpg,Book - Andrews Diseases of the Skin (James 2020),3.0,4,3,2,5.0,4.0,3.3031784841075793,409,4.0,0.301,0.8,6201487,20,Book - Andrews Diseases of the Skin (James 2020)_Lichen planus (12).png,,,1.0,1.0,0.6,0.51,3.0,2.06,4.0,2.4,6.0,5.0,3.79,3.24,,['4']
d23cab237b8e20f52b2e08cc8c28b518.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,4,3,4,6.0,4.0,3.4651162790697674,387,4.0,0.465,0.917,6201431,24,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus of the scalp.jpg,,,,1.0,,0.54,3.0,1.96,2.0,1.27,11.0,7.0,6.93,4.2,,['4']
1f2eb99fda27fdc412cbfe807768591c.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),5.0,5,5,5,3.0,5.0,4.544626593806922,549,5.0,0.73,0.273,6201447,44,Book - Rooks textbook of dermatology (Griffiths 2016)_Secondary syphilis showing papular syphilides (1).jpg,,,,4.0,,2.51,,,1.0,0.6,7.0,32.0,4.31,20.02,,['5']
3e602d36f0cc02c971e8c798637aaac8.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3.0,1,2,2,2.0,2.0,2.045766590389016,437,1.0,0.623,1.0,6201410,16,Book - Fitzpatricks Dermatology (Kang 2019)_Chronic pruritus-atopic dermatitis.png,10.0,6.27,6.0,,3.8,,,,,,,,,,,['1']
312e6ed5f1baf1b2b0d8e196fb1b99d1.jpg,Book - Andrews Diseases of the Skin (James 2020),4.0,3,4,3,5.0,4.0,3.0508166969147004,551,4.0,0.376,0.636,6201043,33,Book - Andrews Diseases of the Skin (James 2020)_Lichen planus (2).png,,,1.0,,0.56,,3.0,1.76,7.0,4.26,12.0,10.0,7.57,6.0,,['4']
1e6521e008ede73ec16256bd27b1c528.jpg,Book - Dermatology (Bolognia 2018),6.0,6,6,6,6.0,6.0,4.972495088408644,509,6.0,0.824,0.181,6201005,83,Book - Dermatology (Bolognia 2018)_Atopic dermatitis with severe chronic hand involvement.jpg,,,,68.0,,42.72,1.0,0.66,1.0,0.56,2.0,11.0,1.18,6.72,,['6']
a3dc173bedcdc24f536d95992070cc5b.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,1,2.0,2.0,1.8352272727272727,528,1.0,0.737,0.75,6201465,12,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis (8).png,9.0,5.45,3.0,,1.94,,,,,,,,,,,['1']
e1ab1a4e155ac324c8ff8aec13f29fa6.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,5,2,5.0,4.0,3.420924574209246,411,4.0,0.417,0.833,6201321,12,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus (3).jpg,,,2.0,,1.18,,,,2.0,1.32,5.0,3.0,3.15,1.9,,['4']
cb67dc671f30cc80cd0ae3c80a7eeee5.jpg,Book - Fitzpatricks Dermatology (Kang 2019),4.0,4,5,3,5.0,5.0,4.102689486552567,409,5.0,0.636,0.655,6201342,29,Book - Fitzpatricks Dermatology (Kang 2019)_Nail lichen planus.png,,,,1.0,,0.57,,,,,10.0,18.0,5.93,11.34,,['5']
663d2316122af8a1ee940ade074c4157.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,3,3,3,3.0,3.0,2.7373949579831933,476,2.0,0.33,0.688,6201123,16,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_generalized pityriasis rubra pilaris.png,2.0,1.2,5.0,,3.42,,,,5.0,3.36,4.0,,2.38,,,['2']
d25ade4ecf447d62f5077684ffb48c93.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),5.0,5,5,5,3.0,5.0,4.716783216783217,572,5.0,0.494,0.512,6201279,43,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus actinicus.jpg,1.0,0.7,,,,,,,6.0,3.96,15.0,21.0,9.03,13.38,,['5']
3bf63f4a48ca672dd9fda84024a9aff2.jpg,Book - Clinical dermatology (Habif 2010),4.0,4,3,2,3.0,3.0,2.9950980392156863,408,2.0,0.376,0.852,6201102,27,Book - Clinical dermatology (Habif 2010)_Secondary syphilis (10).png,3.0,1.74,10.0,,6.16,,2.0,1.17,6.0,3.71,4.0,2.0,2.4,1.2,,['2']
1286ef8611381c6431c6afc7fc099f4f.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,2,3,2,2.0,3.0,2.8957915831663326,499,2.0,0.551,0.65,6201264,20,Book - Rooks textbook of dermatology (Griffiths 2016)_Severe onychatrophy from juvenile onset lichen planus of nails.jpg,1.0,0.55,11.0,,6.97,,,,7.0,4.5,1.0,,0.62,,,['2']
6e028af87049845a78d831267ebb3f61.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2.0,2,2,2,2.0,2.0,1.634050880626223,511,1.0,0.93,0.923,6201306,13,Book - Fitzpatricks Dermatology (Kang 2019)_Classic adult type I pityriasis rubra pilaris.png,12.0,7.74,1.0,,0.58,,,,,,,,,,,['1']
5554b9eebc0ebb3c9280929fbd1cd718.jpg,Book - Dermatology (Bolognia 2018),4.0,5,4,5,5.0,4.0,3.226244343891403,442,3.0,0.273,0.788,6201055,33,Book - Dermatology (Bolognia 2018)_Secondary syphilis (4).png,,,4.0,,2.38,,8.0,4.73,9.0,5.63,7.0,5.0,4.57,3.28,,['3']
a3ac32a28c335066046ddd2fed29fbf9.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3.0,2,2,2,2.0,2.0,2.439252336448598,428,3.0,0.424,0.588,6201405,17,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_keratoderma in pityriasis rubra pilaris (2).png,5.0,3.3,4.0,,2.45,,,,7.0,4.61,1.0,,0.5,,,['3']
6836db004fd66796417473c10e6e7315.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,1,2,1,6.0,1.0,1.374784110535406,579,1.0,0.814,0.812,6201485,16,Book - Rooks textbook of dermatology (Griffiths 2016)_Pityriasis rosea (3).jpg,13.0,7.81,3.0,,1.79,,,,,,,,,,,['1']
42fb01d173154f6051f7a72b4b6929fd.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,3,3,2,6.0,2.0,2.160183066361556,437,-1.0,0.821,0.938,6201010,16,Book - Andrews Diseases of the Skin (James 2020)_Secondary syphilis alopecia.png,1.0,0.54,1.0,,0.62,,13.0,7.71,,,1.0,,0.52,,,['none']
2527d7b807bb6bc74d38b02e74eab418.jpg,Book - Clinical dermatology (Habif 2010),3.0,2,4,2,1.0,2.0,2.251196172248804,418,2.0,0.527,0.941,6201199,17,Book - Clinical dermatology (Habif 2010)_Localized lichen planus.png,7.0,4.25,9.0,,5.55,,,,1.0,0.74,,,,,,['2']
c2b7bf36c79c7a5fbf66fa89882cbfe2.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,1,1.0,1.0,1.5596868884540118,511,1.0,0.921,1.0,6201106,11,Book - Clinical dermatology (Habif 2010)_Atopic dermatitis (2).png,10.0,6.06,,,,,1.0,0.52,,,,,,,,['1']
6ab85237f8a247de2aad275f3f825554.jpg,Book - Dermatology (Bolognia 2018),2.0,3,3,2,3.0,2.0,2.050632911392405,553,2.0,0.663,0.333,6201246,12,Book - Dermatology (Bolognia 2018)_Secondary syphilis (1).png,3.0,1.9,8.0,,4.79,,,,1.0,0.54,,,,,,['2']
e3eba51c81b16be51fe012ca765a1486.jpg,Book - Dermatology (Bolognia 2018),3.0,3,2,3,2.0,3.0,2.466992665036675,409,3.0,0.656,0.353,6201297,17,Book - Dermatology (Bolognia 2018)_Pityriasis rubra pilaris-like presentation in Wong variant of juvenile dermatomyositis.jpg,,,6.0,,3.73,,,,11.0,7.1,,,,,,['3']
7d3313b1b2ad3eb58341f14505e5f9db.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),2.0,2,2,2,3.0,2.0,2.487985212569316,541,2.0,0.63,0.381,6201416,21,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_pityriasis rosea lesion.jpg,1.0,0.57,13.0,,7.98,,,,6.0,3.36,1.0,,0.76,,,['2']
bd6f87517bbe39213fb560ccbf8c51e8.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,3,2,1,2.0,2.0,1.968045112781955,532,3.0,0.267,0.733,6201331,15,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_acuminate follicular papules of pityriasis rubra pilaris (2).png,4.0,2.34,4.0,,2.52,,3.0,2.12,4.0,2.45,,,,,,['3']
556b7e20e4a718a135b058cb25ee0967.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),4.0,5,5,4,5.0,5.0,4.438799076212471,433,5.0,0.809,0.903,6201151,31,Book - Dermatology atlas for skin of color (Jackson-Richards 2014)_secondary syphilis (4).png,,,,3.0,,1.71,,,,,3.0,25.0,1.92,15.36,,['5']
65b2d1a4d058c60fb53ff7db29f192e8.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),4.0,5,5,5,5.0,5.0,4.897619047619048,420,5.0,0.635,0.875,6201450,32,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_Multiple hyperpigmented papules of secondary syphilis.png,,,,7.0,,4.27,,,1.0,0.53,4.0,20.0,2.5,12.72,,['5']
87fb592aa3fbf8bef306be82575bb7e6.jpg,Book - Fitzpatricks Dermatology (Kang 2019),4.0,5,5,4,2.0,6.0,4.665148063781321,439,6.0,0.346,0.789,6201284,38,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_Papules of secondary syphilis.png,,,1.0,13.0,0.63,7.89,1.0,0.56,7.0,4.28,8.0,8.0,4.7,4.77,,['6']
f7de19e308a80d411cd39de0083afea4.jpg,Book - Dermatology (Bolognia 2018),3.0,3,3,2,5.0,2.0,2.0573394495412844,436,2.0,0.634,1.0,6201065,23,Book - Dermatology (Bolognia 2018)_Infantile atopic dermatitis.png,8.0,5.26,15.0,,9.11,,,,,,,,,,,['2']
ad8de5f4dd3c71e3b0cf8b2ed6fc1e1a.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),1.0,2,1,2,2.0,1.0,2.085661080074488,537,1.0,0.804,0.2,6201138,15,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_childhood atopic dermatitis.png,12.0,7.35,3.0,,1.79,,,,,,,,,,,['1']
e6df729684f769e560dda4426626db44.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5.0,6,6,6,5.0,6.0,5.19106699751861,403,6.0,0.792,0.788,6201360,33,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_pityriasis rosea lesions (3).jpg,,,,26.0,,15.98,,,,,,7.0,,4.2,,['6']
c35ac8557c66ecf0d8b86b46a03c7e9d.jpg,Book - Dermatology (Bolognia 2018),3.0,4,4,4,4.0,4.0,3.2769607843137254,408,3.0,0.508,0.5,6201179,20,Book - Dermatology (Bolognia 2018)_Atopic dermatitis variants.png,1.0,0.68,2.0,,1.26,,,,10.0,6.7,7.0,,4.54,,,['3']
4345ef6c36e6a8b8c509f472caa21e61.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,4,5,5.0,5.0,4.030516431924883,426,5.0,0.459,0.875,6201362,24,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus with longitudinal melanonychia.jpg,,,1.0,,0.62,,,,3.0,1.91,9.0,11.0,5.73,7.01,,['5']
6ee992819af320a1d6c2d42e2672c2b7.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2.0,2,2,1,1.0,1.0,1.317351598173516,438,1.0,0.719,0.722,6201382,18,Book - Rooks textbook of dermatology (Griffiths 2016)_Dermoscopy image of lichen planus.jpg,13.0,7.89,5.0,,3.09,,,,,,,,,,,['1']
7d1218ffc95e77480ca857d581642c8a.jpg,Book - Dermatology (Bolognia 2018),2.0,3,3,2,3.0,2.0,2.909433962264151,530,2.0,0.765,0.25,6201041,16,Book - Dermatology (Bolognia 2018)_Inverse lichen planus.jpg,1.0,0.54,12.0,,7.35,,,,2.0,1.22,1.0,,0.5,,,['2']
e0a18a0b13ae45258e087776309ba5fd.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),1.0,1,1,2,1.0,1.0,1.4781818181818183,550,1.0,1.0,0.0,6201237,20,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_itching infant with atopic dermatitis.png,20.0,12.12,,,,,,,,,,,,,,['1']
1728f27a88462cc69bf16ed4f69450c7.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),3.0,2,3,2,6.0,2.0,2.348027842227378,431,2.0,0.639,0.889,6201490,18,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_Lichen planus (4).jpg,5.0,2.74,11.0,,6.91,,,,2.0,1.16,,,,,,['2']
f471121701df86e354af36f6b3ce897b.jpg,Book - Andrews Diseases of the Skin (James 2020),2.0,2,3,1,6.0,2.0,1.8164335664335665,572,-1.0,0.598,0.833,6201341,12,Book - Andrews Diseases of the Skin (James 2020)_Lichen planus (10).png,2.0,1.28,2.0,,1.32,,7.0,4.62,1.0,0.5,,,,,,['none']
eeff209a9f606afef0bc4f4e9d90ca1d.jpg,Book - Dermatology (Bolognia 2018),3.0,4,5,4,5.0,4.0,3.5714285714285716,434,4.0,0.302,0.857,6201394,21,Book - Dermatology (Bolognia 2018)_Annular lichen planus 2.png,2.0,1.1,4.0,,2.46,,1.0,0.59,3.0,1.82,6.0,5.0,3.97,3.22,,['4']
7f9e22a43fa1aa86b167dfb0fbce7db5.jpg,Book - Clinical dermatology (Habif 2010),4.0,5,4,6,5.0,4.0,4.002577319587629,388,5.0,0.576,0.923,6200990,26,Book - Clinical dermatology (Habif 2010)_Pityriasis rubra pilaris (2).png,,,,2.0,,1.26,,,7.0,4.24,2.0,15.0,1.3,9.24,,['5']
6413327c61d013474f0a5c180584c547.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,3,2,4,3.0,2.0,2.130350194552529,514,2.0,0.429,0.6,6201422,5,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_generalized pityriasis rubra pilaris.jpg,,,2.0,,1.24,,,,2.0,1.35,1.0,,0.56,,,['2']
2fbab72b02a8ce3b7a52a82d5f8c11ba.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),-1.0,2,-1,2,5.0,2.0,1.7620192307692308,416,-1.0,0.946,0.056,6201388,54,Book - Fitzpatricks dermatology in general medicine (Wolff 2008)_irregular white striae of classic oral lichen planus on the buccal mucosa.png,1.0,0.55,1.0,,0.64,,51.0,31.92,,,1.0,,0.62,,,['none']
248e4f11f1fc0e661979dabcc27bd388.jpg,Book - Clinical dermatology (Habif 2010),3.0,5,2,3,6.0,2.0,2.200501253132832,399,3.0,0.363,0.636,6201047,22,Book - Clinical dermatology (Habif 2010)_Erosive vaginal lichen planus.png,2.0,1.12,5.0,,3.47,,7.0,4.16,8.0,4.99,,,,,,['3']
95153fab80e1e0fdcf13945ec11990d1.jpg,Book - Dermatology (Bolognia 2018),3.0,3,3,2,3.0,2.0,2.4625228519195614,547,2.0,0.396,0.625,6201280,8,Book - Dermatology (Bolognia 2018)_erosive lichen planus.png,2.0,1.22,3.0,,1.79,,,,3.0,1.97,,,,,,['2']
68646b464058da9689b57b0d2d2cb1cc.jpg,Book - Dermatology (Bolognia 2018),3.0,3,2,3,2.0,2.0,2.512437810945274,402,2.0,0.444,0.615,6201238,13,Book - Dermatology (Bolognia 2018)_Pityriasis rubra pilaris (2).png,1.0,0.52,6.0,,3.59,,,,5.0,3.34,1.0,,0.64,,,['2']
6093ff8620e060f61bb2df68fa4db4ec.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),-1.0,2,-1,-1,6.0,-1.0,0.8504504504504504,555,-1.0,1.0,0.0,6201211,71,Book - Rooks textbook of dermatology (Griffiths 2016)_Lichen planus on the gingivae.jpg,,,,,,,71.0,43.38,,,,,,,,['none']
87218c67740bb192d6762d34563180ed.jpg,Book - Clinical dermatology (Habif 2010),2.0,3,3,2,1.0,2.0,2.0824175824175826,546,1.0,0.731,0.733,6201380,15,Book - Clinical dermatology (Habif 2010)_Lichen planus (20).png,11.0,6.4,4.0,,2.35,,,,,,,,,,,['1']
3f8a23a681ef64bdfaba308fd04632c2.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,1,1.0,1.0,1.5503211991434689,467,1.0,0.845,0.833,6201120,18,Book - Clinical dermatology (Habif 2010)_Pityriasis rosea (9).png,15.0,9.15,3.0,,1.68,,,,,,,,,,,['1']
07b56ac665f08993c79062c4d5c9cec1.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2.0,4,3,3,3.0,3.0,2.73,1000,3.0,0.77,0.769,6201183,13,Book - Fitzpatricks Dermatology (Kang 2019)_Severe atopic dermatitis.png,,,3.0,,1.92,,,,10.0,6.41,,,,,,['3']
b82a8cb04e78fbed71d2fd709b36fa84.jpg,Book - Clinical dermatology (Habif 2010),2.0,2,2,1,1.0,2.0,1.8658318425760285,559,1.0,0.732,0.733,6201006,15,Book - Clinical dermatology (Habif 2010)_Confl uent hypertrophic lichen planus.png,11.0,6.47,4.0,,2.37,,,,,,,,,,,['1']
bcc5fd25712fc3c20e078d01645f5773.jpg,Book - Dermatology (Bolognia 2018),-1.0,2,2,2,3.0,2.0,2.2387706855791962,423,4.0,0.38,0.875,6201291,8,Book - Dermatology (Bolognia 2018)_Pityriasis rubra pilaris.png,,,3.0,,1.58,,1.0,0.56,1.0,0.52,3.0,,1.63,,,['4']
d07c4bef890ac4241092e608f5d8491d.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3.0,3,2,2,5.0,4.0,2.6588235294117646,425,2.0,0.403,0.75,6201161,20,Book - Rooks textbook of dermatology (Griffiths 2016)_Anonychia following lichen planus.jpg,3.0,2.09,8.0,,5.05,,1.0,0.6,5.0,3.04,3.0,,1.74,,,['2']
cbaaa00e9db5ecd2d17a263ea8ea3eda.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),4.0,5,5,4,5.0,5.0,4.695863746958637,411,5.0,0.612,0.778,6201415,27,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016)_Lichen planus.jpg,,,,5.0,,2.89,,,,,6.0,16.0,3.59,10.23,,['5']
a808a25aea38a144e41cbd144d4e2604.jpg,Book - Fitzpatricks Dermatology (Kang 2019),4.0,3,4,3,5.0,4.0,3.4644913627639156,521,4.0,0.54,0.5,6201135,32,Book - Fitzpatricks Dermatology (Kang 2019)_Lichen planus pigmentosus.png,,,,,,,,,11.0,6.13,16.0,5.0,10.53,2.85,,['4']
