id,reason,message,user_id,problem_id,flag_created_at,topic_id,title,Case ID,Origin,hasher,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
41982,incorrect,Normal skin tone is very light (1 or 2),64586,5835764,2021-07-17 13:38:19.829693,1330,Fitzpatrick Scale,5835764.0,fitzpatrick-new/e8aed53d73c52e9431670256eca2e991.jpg,e8aed53d73c52e9431670256eca2e991.jpg,5,juvenile xanthogranuloma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma25.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjuvenilexanthogranulomajuvenilexanthogranuloma25jpg.jpg
41983,incorrect,Definitely darker than 3,64586,5826403,2021-07-17 13:39:38.364908,1330,Fitzpatrick Scale,5826403.0,fitzpatrick-new/5fc99b4373df88c67627dfd58f042f55.jpg,5fc99b4373df88c67627dfd58f042f55.jpg,3,keloid,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2971,httpwwwatlasdermatologicocombrimgimageId2971.jpg
42202,incorrect,The shade is dark which may give off a darker skin color,142495,5827996,2021-07-21 14:06:43.362135,1330,Fitzpatrick Scale,5827996.0,fitzpatrick-new/805b32da8588d1f6e392d274d29defaa.jpg,805b32da8588d1f6e392d274d29defaa.jpg,6,xeroderma pigmentosum,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum42.jpg,httpwwwdermaamincomsiteimagesclinicalpicXxerodermapigmentosumxerodermapigmentosum42jpg.jpg
42203,incorrect,This is dark brown,142495,5831280,2021-07-21 14:08:00.690347,1330,Fitzpatrick Scale,5831280.0,fitzpatrick-new/abebe832d2bfd1b836731dea795c81c4.jpg,abebe832d2bfd1b836731dea795c81c4.jpg,5,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis67.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis67jpg.jpg
42204,incorrect,It should he 5 since thats here normal skin tone,142495,5823829,2021-07-21 14:10:57.229862,1330,Fitzpatrick Scale,5823829.0,fitzpatrick-new/36fa954b666b5de098d83fe2160b1ab3.jpg,36fa954b666b5de098d83fe2160b1ab3.jpg,-1,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4046,httpwwwatlasdermatologicocombrimgimageId4046.jpg
42205,incorrect,This is not 3. Its either 5 or 6,142495,5831089,2021-07-21 14:18:42.318525,1330,Fitzpatrick Scale,5831089.0,fitzpatrick-new/a62e7521eae9af5ed23348c2d5e29800.jpg,a62e7521eae9af5ed23348c2d5e29800.jpg,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4956,httpwwwatlasdermatologicocombrimgimageId4956.jpg
42206,inappropriate,He is wearing clothes over his skin so you cant tell,142495,5827031,2021-07-21 14:25:16.836183,1330,Fitzpatrick Scale,5827031.0,fitzpatrick-new/6e89f9ef2674931758a07c4c79472b91.jpg,6e89f9ef2674931758a07c4c79472b91.jpg,2,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaatopiceczemaatopic7jpg.jpg
42224,incorrect,No skin is shown,145048,5835606,2021-07-21 17:44:16.181932,1330,Fitzpatrick Scale,5835606.0,fitzpatrick-new/eddd8b60e77d7886e866bcd3574e56da.jpg,eddd8b60e77d7886e866bcd3574e56da.jpg,2,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le20.jpg,httpwwwdermaamincomsiteimagesclinicalpicddiscoidlediscoidle20jpg.jpg
42225,incorrect,No skin shown here,145048,5822424,2021-07-21 17:49:46.26162,1330,Fitzpatrick Scale,5822424.0,fitzpatrick-new/22cacebdbaae8de01c7b945a5dd1fff4.jpg,22cacebdbaae8de01c7b945a5dd1fff4.jpg,5,myiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4615,httpwwwatlasdermatologicocombrimgimageId4615.jpg
42226,incorrect,Not 3 too dark to be,71806,5835314,2021-07-21 19:31:00.162288,1330,Fitzpatrick Scale,5835314.0,fitzpatrick-new/f1c8c3ca83551c2a2cc10905c78ca499.jpg,f1c8c3ca83551c2a2cc10905c78ca499.jpg,3,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus61.jpg,httpwwwdermaamincomsiteimagesclinicalpicssubacutecutaneouslupuserythematosussubacutecutaneouslupuserythematosus61jpg.jpg
42232,incorrect,Should be 3 on the scale,48870,5821173,2021-07-21 23:39:34.85682,1330,Fitzpatrick Scale,5821173.0,fitzpatrick-new/011edfcd8849c12e56e89c8acbf546fe.jpg,011edfcd8849c12e56e89c8acbf546fe.jpg,-1,urticaria,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7805,httpwwwatlasdermatologicocombrimgimageId7805.jpg
44235,incorrect,Looks malignant,35527,5881435,2021-08-25 21:38:02.916843,1338,Skin Conditions,5881435.0,fitzpatrick-new/fa866bb459eb719101f756a3b6244ca4.jpg,fa866bb459eb719101f756a3b6244ca4.jpg,1,nevocytic nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevocyticn-nevus/nevocyticn-nevus66.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevocyticnnevusnevocyticnnevus66jpg.jpg
44265,incorrect,"Looks benign, seborrhoeic keratosis",158995,5873696,2021-08-26 04:39:46.572471,1338,Skin Conditions,5873696.0,fitzpatrick-new/80a3e00801334e4c11ed77c7cf5e1419.jpg,80a3e00801334e4c11ed77c7cf5e1419.jpg,3,kaposi sarcoma,malignant dermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma3.jpg,httpwwwdermaamincomsiteimagesclinicalpickkaposissarcomakaposissarcoma3jpg.jpg
44352,incorrect,Tissue looks malignant,158223,5865302,2021-08-27 04:46:26.028421,1338,Skin Conditions,5865302.0,fitzpatrick-new/02dfbc0e14a4655ca9190705fe1b7d56.jpg,02dfbc0e14a4655ca9190705fe1b7d56.jpg,3,pyogenic granuloma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma2.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyogenicgranulomapyogenicgranuloma2jpg.jpg
44463,incorrect,It’s an irregular shape,161663,5857954,2021-08-28 21:00:08.167389,1337,Skin Condition Malignancy,5857954.0,fitzpatrick-new/c45e1a65764bb67e5b5241e5f9b9e336.jpg,c45e1a65764bb67e5b5241e5f9b9e336.jpg,1,keloid,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid100.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid100jpg.jpg
44470,incorrect,This answer just doesn’t make sense,53744,5849458,2021-08-28 22:01:07.627514,1337,Skin Condition Malignancy,5849458.0,fitzpatrick-new/3b563334e51802c818b529c4acbc3013.jpg,3b563334e51802c818b529c4acbc3013.jpg,-1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis49.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhusdermatitisrhusdermatitis49jpg.jpg
44527,irrelevant,It’s a flower lol,135835,5849458,2021-08-29 12:20:21.668236,1337,Skin Condition Malignancy,5849458.0,fitzpatrick-new/3b563334e51802c818b529c4acbc3013.jpg,3b563334e51802c818b529c4acbc3013.jpg,-1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis49.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhusdermatitisrhusdermatitis49jpg.jpg
44483,incorrect,Has regular boundaries,166939,5846420,2021-08-29 01:48:27.815736,1337,Skin Condition Malignancy,5846420.0,fitzpatrick-new/11ba743f42149b65c1e8b71a5986076b.jpg,11ba743f42149b65c1e8b71a5986076b.jpg,2,juvenile xanthogranuloma,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8091,httpwwwatlasdermatologicocombrimgimageId8091.jpg
44484,irrelevant,it looks like eyelashes,151744,5850941,2021-08-29 01:56:58.896528,1337,Skin Condition Malignancy,5850941.0,fitzpatrick-new/58a0cff104304506089cbbd178c848ce.jpg,58a0cff104304506089cbbd178c848ce.jpg,-1,pediculosis lids,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-capitis/pediculosis-capitis19.jpg,httpwwwdermaamincomsiteimagesclinicalpicppediculosiscapitispediculosiscapitis19jpg.jpg
44485,incorrect,Hb can be CNN no o,147446,5860996,2021-08-29 02:22:24.420409,1337,Skin Condition Malignancy,5860996.0,fitzpatrick-new/f15b404a3af7bc64ce3b9bd6398c5d59.jpg,f15b404a3af7bc64ce3b9bd6398c5d59.jpg,3,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna31.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna31jpg.jpg
44486,incorrect,Has irregular border so really can’t exclude a Marjolin’s ulcer (SCC),147446,5857998,2021-08-29 02:23:09.662006,1337,Skin Condition Malignancy,5857998.0,fitzpatrick-new/ba3290d282e29dcac20eb87c5288db26.jpg,ba3290d282e29dcac20eb87c5288db26.jpg,2,neutrophilic dermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum47.jpg,httpwwwdermaamincomsiteimagesclinicalpicppyodermagangrenosumpyodermagangrenosum47jpg.jpg
44499,incorrect,This is a wound,136983,5857923,2021-08-29 03:48:21.891781,1337,Skin Condition Malignancy,5857923.0,fitzpatrick-new/c605f6e202e48de1f624e085f5316ffe.jpg,c605f6e202e48de1f624e085f5316ffe.jpg,3,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis40.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis40jpg.jpg
44510,incorrect,I think it is benign,152695,5858865,2021-08-29 06:55:35.836493,1337,Skin Condition Malignancy,5858865.0,fitzpatrick-new/ccca6710869a4978acf55f5101088a88.jpg,ccca6710869a4978acf55f5101088a88.jpg,4,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria71.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria71jpg.jpg
44511,inappropriate,It looks like non-neoplastic,152695,5855215,2021-08-29 06:56:21.746947,1337,Skin Condition Malignancy,5855215.0,fitzpatrick-new/a79be6677603c8773a90120e47f1ee58.jpg,a79be6677603c8773a90120e47f1ee58.jpg,4,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4202,httpwwwatlasdermatologicocombrimgimageId4202.jpg
44512,inappropriate,It looks malignant,152695,5849043,2021-08-29 06:57:22.203999,1337,Skin Condition Malignancy,5849043.0,fitzpatrick-new/36dfb040c4c2b2a62a9de2c4672cceb9.jpg,36dfb040c4c2b2a62a9de2c4672cceb9.jpg,3,juvenile xanthogranuloma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma14.jpg,httpwwwdermaamincomsiteimagesclinicalpicJjuvenilexanthogranulomajuvenilexanthogranuloma14jpg.jpg
44513,inappropriate,It looks malignant,152695,5858660,2021-08-29 06:58:58.762224,1337,Skin Condition Malignancy,5858660.0,fitzpatrick-new/c6fe5504c0652476d2eeebcbada1e4f0.jpg,c6fe5504c0652476d2eeebcbada1e4f0.jpg,1,acne,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring15.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnescarringacnescarring15jpg.jpg
44561,incorrect,it’s non neoplastic,152180,5853182,2021-08-29 19:20:29.47075,1337,Skin Condition Malignancy,5853182.0,fitzpatrick-new/7196fbc4cc7584931df99ed080b14cd4.jpg,7196fbc4cc7584931df99ed080b14cd4.jpg,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus15.jpg,httpwwwdermaamincomsiteimagesclinicalpicssubacutecutaneouslupuserythematosussubacutecutaneouslupuserythematosus15jpg.jpg
44590,inappropriate,No features as being malignant,170013,5853182,2021-08-30 03:47:22.701985,1337,Skin Condition Malignancy,5853182.0,fitzpatrick-new/7196fbc4cc7584931df99ed080b14cd4.jpg,7196fbc4cc7584931df99ed080b14cd4.jpg,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus15.jpg,httpwwwdermaamincomsiteimagesclinicalpicssubacutecutaneouslupuserythematosussubacutecutaneouslupuserythematosus15jpg.jpg
45888,incorrect,non neoplastic incorrect,184747,5853182,2021-09-12 11:19:20.783829,1337,Skin Condition Malignancy,5853182.0,fitzpatrick-new/7196fbc4cc7584931df99ed080b14cd4.jpg,7196fbc4cc7584931df99ed080b14cd4.jpg,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus15.jpg,httpwwwdermaamincomsiteimagesclinicalpicssubacutecutaneouslupuserythematosussubacutecutaneouslupuserythematosus15jpg.jpg
44571,incorrect,Malignant lesion,124038,5848329,2021-08-29 21:42:18.603337,1337,Skin Condition Malignancy,5848329.0,fitzpatrick-new/331271b9f69a5e73ae152fd56a23adab.jpg,331271b9f69a5e73ae152fd56a23adab.jpg,5,factitial dermatitis,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=2041,httpwwwatlasdermatologicocombrimgimageId2041.jpg
44572,incorrect,Malignant lesion,124038,5846483,2021-08-29 21:43:01.775389,1337,Skin Condition Malignancy,5846483.0,fitzpatrick-new/109ac254a9dfbe1f7ed3308081480697.jpg,109ac254a9dfbe1f7ed3308081480697.jpg,2,granuloma pyogenic,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2322,httpwwwatlasdermatologicocombrimgimageId2322.jpg
44573,incorrect,Malignant lesion,124038,5851886,2021-08-29 21:43:48.706295,1337,Skin Condition Malignancy,5851886.0,fitzpatrick-new/64600b031d4789a7bb7a074e8a66c0cc.jpg,64600b031d4789a7bb7a074e8a66c0cc.jpg,2,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6839,httpwwwatlasdermatologicocombrimgimageId6839.jpg
44583,incorrect,This is clearly malignant,166023,5857347,2021-08-30 01:52:12.036274,1337,Skin Condition Malignancy,5857347.0,fitzpatrick-new/b8837a0285f7c4288c772a079c64fb84.jpg,b8837a0285f7c4288c772a079c64fb84.jpg,-1,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma8.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma8jpg.jpg
45845,incorrect,Es incorrecta h,128211,5857347,2021-09-11 21:44:49.414307,1337,Skin Condition Malignancy,5857347.0,fitzpatrick-new/b8837a0285f7c4288c772a079c64fb84.jpg,b8837a0285f7c4288c772a079c64fb84.jpg,-1,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma8.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma8jpg.jpg
44587,irrelevant,A similar picture like this one and answer was malignant and now it is tagged as non neoplastic,170013,5847638,2021-08-30 03:45:14.736093,1337,Skin Condition Malignancy,5847638.0,fitzpatrick-new/20b40ae81bdb24c7aeed1b53aa3d2bc9.jpg,20b40ae81bdb24c7aeed1b53aa3d2bc9.jpg,2,lyme disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma13.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerytrasmaerytrasma13jpg.jpg
44588,incorrect,No features of being malignant,170013,5860694,2021-08-30 03:46:24.982226,1337,Skin Condition Malignancy,5860694.0,fitzpatrick-new/ee66b882c6b13c71daaaa7141969b0cc.jpg,ee66b882c6b13c71daaaa7141969b0cc.jpg,2,syringoma,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=7120,httpwwwatlasdermatologicocombrimgimageId7120.jpg
44589,incorrect,No features as being malignant,170013,5858254,2021-08-30 03:46:57.132624,1337,Skin Condition Malignancy,5858254.0,fitzpatrick-new/bf1d4737d9f3ea7e9c60286af917744b.jpg,bf1d4737d9f3ea7e9c60286af917744b.jpg,3,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris124.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris124jpg.jpg
44591,incorrect,No features of being malignant,170013,5859373,2021-08-30 03:47:46.315463,1337,Skin Condition Malignancy,5859373.0,fitzpatrick-new/d4d64bbba78a41e794d18f50490fdb0e.jpg,d4d64bbba78a41e794d18f50490fdb0e.jpg,4,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare126.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare126jpg.jpg
44592,incorrect,No features of being malignant or benign,170013,5849377,2021-08-30 03:48:16.97626,1337,Skin Condition Malignancy,5849377.0,fitzpatrick-new/3bd6544b48ed33bce1d7b4f0936d251a.jpg,3bd6544b48ed33bce1d7b4f0936d251a.jpg,1,pityriasis lichenoides chronica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis-lichenoides-chronica/pityriasis-lichenoides-chronica5.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasislichenoideschronicapityriasislichenoideschronica5jpg.jpg
44593,incorrect,No features of being malignant nor benign,170013,5850313,2021-08-30 03:48:41.803892,1337,Skin Condition Malignancy,5850313.0,fitzpatrick-new/471459be084ef0bab58ecedf9fe2416d.jpg,471459be084ef0bab58ecedf9fe2416d.jpg,3,granuloma annulare,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare143.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare143jpg.jpg
44594,incorrect,No features of being malignant,170013,5846962,2021-08-30 03:49:24.440904,1337,Skin Condition Malignancy,5846962.0,fitzpatrick-new/151966ef80f25698a377df4ed52044ad.jpg,151966ef80f25698a377df4ed52044ad.jpg,3,pityriasis rosea,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=5616,httpwwwatlasdermatologicocombrimgimageId5616.jpg
44595,incorrect,Possible malignant lesion,170013,5854301,2021-08-30 03:50:12.757555,1337,Skin Condition Malignancy,5854301.0,fitzpatrick-new/8924ade189a80534bc61d3664afff1a4.jpg,8924ade189a80534bc61d3664afff1a4.jpg,3,behcets disease,inflammatory,non-neoplastic,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease36.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbehcetsdiseasebehcetsdisease36jpg.jpg
44596,incorrect,Possible features of a lesion,170013,5856816,2021-08-30 03:50:46.841241,1337,Skin Condition Malignancy,5856816.0,fitzpatrick-new/afaa433610ba63e03626fb0a38985823.jpg,afaa433610ba63e03626fb0a38985823.jpg,4,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_verrucous/lupus_erythematosus_chronicus_verrucous1.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusverrucouslupuserythematosuschronicusverrucous1jpg.jpg
44597,irrelevant,No features of being malignant,170013,5857464,2021-08-30 03:51:09.34041,1337,Skin Condition Malignancy,5857464.0,fitzpatrick-new/c1d6849e2ac480d9b8f642e36c3bb3b2.jpg,c1d6849e2ac480d9b8f642e36c3bb3b2.jpg,1,cheilitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/cheilitis_granulomatosa_of_miescher/cheilitis_granulomatosa_of_miescher25.jpg,httpwwwdermaamincomsiteimagesclinicalpicccheilitisgranulomatosaofmieschercheilitisgranulomatosaofmiescher25jpg.jpg
44598,irrelevant,No features of being malignant,170013,5847471,2021-08-30 03:51:20.813331,1337,Skin Condition Malignancy,5847471.0,fitzpatrick-new/27778fee07afbc98a74b0012ba6f76ff.jpg,27778fee07afbc98a74b0012ba6f76ff.jpg,4,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria31.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermographicurticariadermographicurticaria31jpg.jpg
44599,incorrect,Possible signs of malignant,170013,5847983,2021-08-30 03:51:37.275553,1337,Skin Condition Malignancy,5847983.0,fitzpatrick-new/26628fb7dc4341b5ac2ef37525925fe0.jpg,26628fb7dc4341b5ac2ef37525925fe0.jpg,2,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6852,httpwwwatlasdermatologicocombrimgimageId6852.jpg
44600,incorrect,No features of being malignant,170013,5855048,2021-08-30 03:51:52.30761,1337,Skin Condition Malignancy,5855048.0,fitzpatrick-new/9aac0c94ecf3b0840cb5f225fcfcd1ad.jpg,9aac0c94ecf3b0840cb5f225fcfcd1ad.jpg,4,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2448,httpwwwatlasdermatologicocombrimgimageId2448.jpg
44601,irrelevant,No features of being malignant,170013,5853610,2021-08-30 03:53:00.960734,1337,Skin Condition Malignancy,5853610.0,fitzpatrick-new/7bd45e78e16e48cfe72732eb534be5f5.jpg,7bd45e78e16e48cfe72732eb534be5f5.jpg,5,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea59.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea59jpg.jpg
44602,irrelevant,No features of being malignant,170013,5858828,2021-08-30 03:53:37.275287,1337,Skin Condition Malignancy,5858828.0,fitzpatrick-new/ca60549b844123b023a964bed4a2de16.jpg,ca60549b844123b023a964bed4a2de16.jpg,3,sun damaged skin,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sun-burn/sun-burn23.jpg,httpwwwdermaamincomsiteimagesclinicalpicssunburnsunburn23jpg.jpg
44605,incorrect,.................,170258,5857244,2021-08-30 04:32:09.154668,1337,Skin Condition Malignancy,5857244.0,fitzpatrick-new/b4b6da99a5030dbd1e346bb2672a2572.jpg,b4b6da99a5030dbd1e346bb2672a2572.jpg,3,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/eyelid_dermoid/eyelid_dermoid3.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeyeliddermoideyeliddermoid3jpg.jpg
44606,incorrect,This looks malignant,169769,5852026,2021-08-30 04:45:36.77376,1337,Skin Condition Malignancy,5852026.0,fitzpatrick-new/605ae32a4e833e8d8373a33b4336bdcf.jpg,605ae32a4e833e8d8373a33b4336bdcf.jpg,2,nevus sebaceous of jadassohn,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn57.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn57jpg.jpg
44607,incorrect,This looks like an irregular lesion,169769,5857968,2021-08-30 04:46:47.944671,1337,Skin Condition Malignancy,5857968.0,fitzpatrick-new/c3a09cd02896a9ab5a8130dc00a3801a.jpg,c3a09cd02896a9ab5a8130dc00a3801a.jpg,1,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis54.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis54jpg.jpg
44608,incorrect,This looks like a malignant lesion,169769,5849925,2021-08-30 04:47:14.467966,1337,Skin Condition Malignancy,5849925.0,fitzpatrick-new/40090f7386786ee2d244619802442a9e.jpg,40090f7386786ee2d244619802442a9e.jpg,2,xanthomas,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/anthrax/anthrax12.jpg,httpwwwdermaamincomsiteimagesclinicalpicaanthraxanthrax12jpg.jpg
44609,incorrect,These are non neoplastic lesions,169769,5852357,2021-08-30 04:48:42.662353,1337,Skin Condition Malignancy,5852357.0,fitzpatrick-new/7751b18795ce240aee28c0cf90e810fc.jpg,7751b18795ce240aee28c0cf90e810fc.jpg,4,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris78.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris78jpg.jpg
44610,incorrect,These look like either benign or malignant,169769,5854232,2021-08-30 04:49:50.302935,1337,Skin Condition Malignancy,5854232.0,fitzpatrick-new/883d97abfb9968464d411057b86522ab.jpg,883d97abfb9968464d411057b86522ab.jpg,1,urticaria pigmentosa,inflammatory,non-neoplastic,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa17.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa17jpg.jpg
44611,incorrect,The color and border seems suspicious for it to be non neoplastic,169769,5850876,2021-08-30 04:50:30.894027,1337,Skin Condition Malignancy,5850876.0,fitzpatrick-new/50a56776a152ee1b9f4526c6f289a202.jpg,50a56776a152ee1b9f4526c6f289a202.jpg,5,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus78.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus78jpg.jpg
44612,incorrect,"These looks benign, they are well bordered",169769,5853615,2021-08-30 04:51:06.071224,1337,Skin Condition Malignancy,5853615.0,fitzpatrick-new/7be26796f21c02ac4fd9be079717da0b.jpg,7be26796f21c02ac4fd9be079717da0b.jpg,3,milia,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=4350,httpwwwatlasdermatologicocombrimgimageId4350.jpg
44613,incorrect,The lesion looks malignant,169769,5856871,2021-08-30 04:51:39.788653,1337,Skin Condition Malignancy,5856871.0,fitzpatrick-new/b6a30b0b1f973a931f6cce35ac6607d1.jpg,b6a30b0b1f973a931f6cce35ac6607d1.jpg,-1,malignant melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/malignant-melanoma/malignant-melanoma37.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma37jpg.jpg
