image,e,e2,e3,s,c,ita_s,reads,agreement,difficulty,ita
84502a84f45cc7428c1d2dea28e2ad8e.jpg,2.0,4.0,2.0,2.0,2.0,30.188713590158127,16.0,0.629,0.375,2.0
06cb44de0727986d92f1fb0b6785fc6b.jpg,2.0,3.0,2.0,1.0,1.0,85.6966909389752,17.0,0.824,0.824,1.0
5a68afef1a48194f7551dca936ebf256.jpg,3.0,2.0,-1.0,1.0,3.0,30.63541885097521,2.0,0.54,0.5,2.0
17cb27cf89880d58f43215dad275311e.jpg,4.0,5.0,-1.0,5.0,-1.0,-80.90903652739243,21.0,0.9,0.952,6.0
5a48eb51dad4e036ab57897521f02da5.jpg,5.0,5.0,5.0,4.0,5.0,2.5146082406799937,29.0,0.449,0.552,5.0
4e280ae477034c5d3a2cb2b0d5cead5d.jpg,5.0,6.0,6.0,6.0,6.0,-3.2697259367656732,50.0,0.667,0.68,5.0
88684896f9bb01d98806871e990c0539.jpg,2.0,2.0,2.0,2.0,1.0,14.977048260616856,24.0,0.663,0.667,3.0
f031f584bf717483d40a46572df15926.jpg,3.0,2.0,2.0,2.0,1.0,24.27319497989038,12.0,0.431,0.833,3.0
dcb3c6c6281c389eaafc0ec0c19511c3.jpg,4.0,4.0,5.0,5.0,5.0,-2.4220586453663375,13.0,0.604,0.769,5.0
0a3085353619772f87de42b416b23bff.jpg,3.0,2.0,2.0,1.0,1.0,65.27578699313268,21.0,0.457,0.905,1.0
81ce4e93b977c21fd74996cf146d5511.jpg,2.0,2.0,2.0,2.0,1.0,38.05919648777965,16.0,0.552,0.688,2.0
b97351a4b86f12000cfdd161c6da121c.jpg,2.0,3.0,2.0,2.0,-1.0,-14.679996699008743,18.0,0.375,0.722,5.0
616579c2464b5abcaa84dbdd015547b9.jpg,2.0,2.0,2.0,2.0,1.0,67.40361690364423,20.0,0.802,0.8,1.0
ae90dba4550e1e5b48354bdf62db71cc.jpg,3.0,3.0,2.0,2.0,2.0,37.62882277353543,22.0,0.382,0.636,2.0
8e2a7b3ac024ee147f41e55806f2dda5.jpg,3.0,2.0,2.0,2.0,2.0,28.61350781065875,16.0,0.445,0.875,2.0
549b44e55128364970b5c5b4bbfd2033.jpg,2.0,3.0,2.0,2.0,1.0,36.61174508658227,19.0,0.578,0.632,2.0
356ce628ae66a5d736ffa7c945c3d410.jpg,5.0,5.0,6.0,5.0,6.0,-17.718623628988052,48.0,0.642,0.729,5.0
0e4add6a4b2f7ffcf0abdb152e12793f.jpg,1.0,1.0,1.0,1.0,1.0,47.529033111565596,18.0,0.694,0.333,2.0
50babb5850658e8b4230157fe0f070ac.jpg,2.0,3.0,2.0,1.0,1.0,67.60772500607196,9.0,0.807,0.778,1.0
dc468dc7068fa8c1a5a51c96a0f306b4.jpg,3.0,2.0,2.0,2.0,-1.0,6.528429116370494,18.0,1.0,1.0,4.0
471be8c94b5b1d8d610ad91c208ce4af.jpg,6.0,6.0,6.0,6.0,6.0,-25.678019073933797,79.0,0.987,0.013,5.0
1bcc1453a2078c6246fb9b0c1bf9a808.jpg,-1.0,2.0,2.0,2.0,-1.0,1.4054798002108366,34.0,0.944,0.059,5.0
45f53afa93787d4bf01784efff585009.jpg,3.0,2.0,2.0,2.0,2.0,32.282448554693794,17.0,0.583,0.882,2.0
c0ca618a91d14da1eb111fd8d21e7212.jpg,1.0,2.0,1.0,1.0,1.0,27.79859465188481,14.0,0.657,0.357,2.0
cc63a215fb897d4e7da11573b27031ed.jpg,5.0,5.0,6.0,6.0,6.0,-59.415245161270505,41.0,0.701,0.732,6.0
f732bea19bddcc48d5aa8b68f6c3e084.jpg,2.0,3.0,2.0,2.0,1.0,39.81198806235497,19.0,0.642,0.684,2.0
9e4ebbb7fc81f6c8f157b11a8bbc563f.jpg,3.0,2.0,2.0,2.0,2.0,24.38529780948364,14.0,0.649,0.857,3.0
a567df706036fd74c20e23a5d776a731.jpg,3.0,3.0,2.0,2.0,2.0,-1.5105821572040938,14.0,0.544,0.714,5.0
2e7897e13ea43f0589627315382acdc8.jpg,2.0,3.0,2.0,2.0,-1.0,9.843226350197305,15.0,0.734,0.867,3.0
7adb25b2d74d18fadf4610d0d5b498b5.jpg,3.0,4.0,3.0,2.0,2.0,3.6576599675222505,15.0,0.6,1.0,5.0
45ee6c137d3771a374e6cfbc60b1dc7b.jpg,2.0,2.0,2.0,1.0,1.0,40.612697479182096,15.0,0.878,0.867,2.0
ee76b97e281a4dcdfe944d934dfd1d20.jpg,3.0,3.0,2.0,2.0,2.0,66.69484091006635,22.0,0.597,0.818,1.0
863afa236ebaf7d72478f5c8ea0650ae.jpg,2.0,2.0,2.0,2.0,2.0,49.1735827657436,16.0,0.557,0.438,2.0
7cc7ea8387f2c69944b83b49197ae89e.jpg,4.0,4.0,5.0,5.0,4.0,0.9092188815935495,30.0,0.588,0.433,5.0
779a8e9273a073deb9a915b3399e9421.jpg,-1.0,1.0,2.0,2.0,-1.0,-21.670035426319078,69.0,0.915,0.087,5.0
42fbe1481218284a9c7b9fe8125170b1.jpg,1.0,2.0,2.0,1.0,1.0,22.97560515297814,16.0,0.94,0.062,3.0
cd055cc24a355c0dd3c79a8bdc29df95.jpg,4.0,4.0,4.0,3.0,3.0,13.701214596537953,34.0,0.504,0.765,3.0
75a4eb25ef1556cb32bf081b8726bd85.jpg,2.0,3.0,2.0,1.0,1.0,50.356612761487725,20.0,0.941,0.95,2.0
a54c27cde2891201ce16917b4588a1da.jpg,3.0,2.0,3.0,2.0,3.0,8.357424664373955,20.0,0.482,0.55,3.0
360ce42c0b36686133a5432e1cb0209b.jpg,4.0,5.0,4.0,4.0,4.0,31.518858750952592,26.0,0.654,0.346,2.0
ff43f1eaf41061f9e09be74ff3fb63ca.jpg,2.0,2.0,2.0,2.0,1.0,48.387882360129524,12.0,0.656,0.667,2.0
b03d3f687f8e9ddb12e473f785127354.jpg,2.0,2.0,2.0,2.0,2.0,47.57209017365549,14.0,0.622,0.357,2.0
af16795ba605ce0dfca2ab8f8093e616.jpg,2.0,3.0,2.0,2.0,3.0,62.726301706309044,11.0,0.46,0.727,1.0
ea0dab199b99977cc435a79338baa910.jpg,3.0,2.0,2.0,2.0,2.0,-18.27210381478137,28.0,0.561,1.0,5.0
139afbb4612460f099262d91aca8ae3c.jpg,4.0,4.0,4.0,4.0,3.0,36.493104030125394,29.0,0.585,0.655,2.0
3abf8f5804118a9340f953a3a6ec257c.jpg,3.0,3.0,3.0,3.0,3.0,38.43298748434391,10.0,0.3,0.7,2.0
db5f720f0fce7802a775839616bbad1e.jpg,3.0,3.0,4.0,3.0,2.0,40.005843964679975,19.0,0.328,0.684,2.0
41006f04d0e12eb76a9d9bf41d19e65b.jpg,3.0,5.0,5.0,5.0,6.0,-89.99977724446511,15.0,0.798,1.0,6.0
c8067334d7f420e710de6dc4d51019d6.jpg,3.0,3.0,2.0,2.0,2.0,11.94813328011897,20.0,0.646,0.85,3.0
52fe326713c59b893e5f1eadd8187af3.jpg,1.0,1.0,1.0,1.0,1.0,54.299727208388,18.0,1.0,0.0,1.0
265e5b3acf15f438caac743724b549fb.jpg,2.0,3.0,2.0,2.0,2.0,67.74831091680234,12.0,0.401,0.583,1.0
ca4becd35b82263dea755f0a64a91af5.jpg,3.0,3.0,2.0,3.0,3.0,-3.119798236100814,22.0,0.747,0.273,5.0
778c16e932b4c5f764c7da92d95814fd.jpg,3.0,3.0,3.0,3.0,2.0,20.29479446608889,16.0,0.374,0.625,3.0
08faa3802475fbfd230c449fa506922b.jpg,2.0,2.0,2.0,2.0,1.0,43.175861378705264,16.0,0.559,0.562,2.0
44453df6294461a8f141cb1afd3c2a11.jpg,3.0,5.0,4.0,4.0,3.0,12.843798281311416,20.0,0.491,0.5,3.0
db1b71f4c8465982fdf87d9493e13667.jpg,5.0,5.0,6.0,5.0,6.0,-25.11564275216063,39.0,0.601,0.615,5.0
bb88e157e2f9dfe04c3f45f2aa621687.jpg,2.0,2.0,2.0,2.0,2.0,36.407664749532984,10.0,0.572,0.4,2.0
d0a59b103c3b87625cf26842193119cb.jpg,3.0,5.0,5.0,4.0,3.0,-28.995714446954775,15.0,0.403,0.6,5.0
fe9acb5ca54cb627250ff3fb1a93b409.jpg,5.0,5.0,5.0,6.0,6.0,-69.65014969858143,39.0,0.772,0.769,6.0
54082fc4f9061c156075d2b831b40e56.jpg,2.0,4.0,3.0,1.0,1.0,-84.22965887567439,11.0,0.75,0.818,6.0
7344f3fe5f4837d7be36819407eb8516.jpg,3.0,3.0,3.0,3.0,2.0,47.928732232508246,19.0,0.37,0.789,2.0
84a66f7eaeca85ce70eb28c951d8964b.jpg,2.0,2.0,2.0,2.0,1.0,47.33861303846308,17.0,0.543,0.529,2.0
a4a9c116d2bd2d13a267fda481ce2d29.jpg,4.0,4.0,5.0,4.0,5.0,8.675845722357316,29.0,0.438,0.586,3.0
2a0dc1f19c334e436448872c9b3348aa.jpg,2.0,2.0,2.0,2.0,1.0,26.97607034305966,25.0,0.556,0.6,2.0
027268123fc0735b7aa454b06ff6dad9.jpg,3.0,2.0,2.0,2.0,2.0,24.670728955011626,19.0,0.413,0.684,3.0
9011b4a2bab4de1c8720b3d82f324d38.jpg,3.0,3.0,2.0,1.0,1.0,64.74180945655102,16.0,0.567,1.0,1.0
a44791dad79251f20fa1d012fa2513da.jpg,3.0,3.0,2.0,2.0,1.0,29.127151168759024,13.0,0.647,1.0,2.0
0a8473ca7222c9763aa380ab19b0860f.jpg,6.0,6.0,6.0,6.0,6.0,-57.63410649924618,81.0,0.81,0.198,6.0
a848d15148fe9a807d0e4f3aa8f362eb.jpg,6.0,5.0,6.0,6.0,6.0,8.693263094114567,77.0,0.605,0.39,3.0
ecaa5c04abd85044437e99e02a44f109.jpg,2.0,3.0,3.0,2.0,2.0,21.991433011102544,18.0,0.523,0.5,3.0
8e97e05d7285cc556a4eb00f1be081d4.jpg,3.0,3.0,2.0,3.0,2.0,15.064193431834651,12.0,0.489,0.833,3.0
dd33457997f66383cb211ae19f977d16.jpg,3.0,4.0,4.0,4.0,4.0,-9.401643769703348,9.0,0.481,0.556,5.0
2b973b64ea1b411ebbe95e60efa62ecb.jpg,5.0,6.0,6.0,6.0,6.0,-56.12313265681269,13.0,0.859,0.846,6.0
e3d2c22a68b2b44ab87cc82598063a9d.jpg,3.0,3.0,1.0,2.0,-1.0,-44.21338677269224,17.0,0.481,0.941,6.0
e1896cd3a4a4c0b8dbab4f6c51be3360.jpg,2.0,3.0,2.0,2.0,1.0,31.808814098925033,18.0,0.785,0.778,2.0
63312b934d5bf335d1f28a3a7ee5474b.jpg,2.0,3.0,2.0,2.0,2.0,35.04596368999956,17.0,0.574,0.412,2.0
e2028572a4e913ece2c79d9feb4d9c89.jpg,2.0,3.0,2.0,2.0,1.0,71.08002131454383,15.0,0.605,0.733,1.0
3b7c852a09417c0923f21ca2d6806be9.jpg,5.0,6.0,6.0,5.0,6.0,-13.731855994050855,48.0,0.785,0.229,5.0
3b7c852a09417c0923f21ca2d6806be9.jpg,6.0,6.0,6.0,5.0,6.0,-13.731855994050855,48.0,0.785,0.229,5.0
46f7ec8feb893c6057158b1890032cc1.jpg,2.0,2.0,2.0,2.0,2.0,28.71582929367007,16.0,0.701,0.312,2.0
9bae807a54b98186bd0a78e6d3d564cc.jpg,2.0,2.0,2.0,2.0,2.0,32.62797903077721,15.0,0.547,0.467,2.0
a97d8729eeef977cfdf30fff9e7983a1.jpg,6.0,6.0,6.0,6.0,6.0,-82.80115136541235,93.0,1.0,0.0,6.0
d5f2c93adf920d467ac3955d9496bc7f.jpg,2.0,3.0,2.0,2.0,2.0,52.13350358011989,18.0,0.557,0.444,1.0
2613ba5ec4ef97d4bfae7a366d82ae65.jpg,2.0,2.0,2.0,2.0,2.0,22.531923236243852,15.0,0.392,0.6,3.0
bc7163e2c69f87dfec3b81a0a342cd78.jpg,6.0,6.0,6.0,6.0,6.0,-45.00521582075463,67.0,0.954,0.045,6.0
03d94b7346bd6e8c417ebb27f1f678b8.jpg,2.0,2.0,2.0,2.0,1.0,45.484770083211714,21.0,0.481,0.619,2.0
6a5aab4144c5fe814ca2eecad3f15d4c.jpg,3.0,3.0,3.0,4.0,3.0,-9.74028465172179,12.0,0.329,0.667,5.0
54b59b3d59cfaa42cf1500a6cc0a3e61.jpg,2.0,2.0,2.0,2.0,1.0,21.210112049610686,12.0,0.523,0.667,3.0
aa1d256dee1fe25ec89e7e8e8c554611.jpg,2.0,3.0,3.0,2.0,-1.0,-36.81664387916822,18.0,0.722,0.889,5.0
aae2b4dc57260323732e2a2f57cc7078.jpg,3.0,3.0,2.0,2.0,3.0,33.25481244133896,16.0,0.431,0.562,2.0
ee233521cc26962c7f3eeb1b4d5f6d27.jpg,2.0,3.0,3.0,4.0,3.0,-7.417828112844548,12.0,0.393,0.917,5.0
c2827f6f022be2a86d192be0e1d8c865.jpg,3.0,3.0,2.0,1.0,1.0,68.31097485618743,10.0,0.915,1.0,1.0
4974582df37d3242fddaef3e6c406edf.jpg,6.0,6.0,6.0,5.0,6.0,-44.04536311420439,51.0,0.822,0.176,6.0
dfd62a0715fbc9b64e63419868fe5488.jpg,5.0,4.0,5.0,5.0,5.0,-11.46306452118702,47.0,0.539,0.468,5.0
b5b4a1e8d2faeeb18b2833406f5c4eb4.jpg,4.0,4.0,5.0,5.0,4.0,25.585641339338814,29.0,0.46,0.552,2.0
3cc289a56102a755499bbab2fc6f5cdc.jpg,3.0,4.0,3.0,4.0,3.0,15.619341738394496,32.0,0.603,0.406,3.0
85777a7d74a6c352d1c5ac67c32e0dca.jpg,3.0,2.0,3.0,2.0,2.0,26.81439508686709,23.0,0.572,0.696,2.0
b9efd8dc2efa2024fc8dc4585ef9d5e1.jpg,4.0,3.0,4.0,4.0,4.0,-5.400394859892163,23.0,0.526,0.478,5.0
eddc67b12c378869ba910d0999093b8c.jpg,5.0,6.0,6.0,6.0,6.0,-19.406387219403346,48.0,0.979,0.979,5.0
b31156cfaeec71b0a8852f8adeffaab4.jpg,5.0,6.0,2.0,4.0,6.0,-76.56139893292246,31.0,0.25,0.839,6.0
3aca69a99a373b6fa8f3b6ff13fa008e.jpg,5.0,5.0,4.0,5.0,5.0,3.835799703546522,39.0,0.503,0.487,5.0
b6bbe851ac0a26d1449d2cab040419f3.jpg,3.0,3.0,2.0,2.0,1.0,49.57809068950127,21.0,0.526,0.905,2.0
7e9b05ce620efb77ad3518c8a5c665e5.jpg,-1.0,4.0,-1.0,-1.0,-1.0,-84.65811325319063,39.0,1.0,0.0,6.0
7c7bffcbffadeeaf114e1c8c6c2b5819.jpg,3.0,4.0,4.0,3.0,3.0,-2.32133903672063,16.0,0.505,0.5,5.0
e453c5fd629f873d9438b70289edabf3.jpg,5.0,5.0,5.0,6.0,5.0,25.220938458781983,37.0,0.598,0.405,2.0
536e6c52d37ead87e489aca864cb6cd3.jpg,5.0,6.0,6.0,6.0,6.0,-84.99461440841472,37.0,0.693,0.703,6.0
c7335c2ae4d0717f50534a06df3f2a03.jpg,4.0,4.0,4.0,4.0,4.0,0.7897758497040495,26.0,0.623,0.385,5.0
9e9b78acad56e962d32ed846348df4fe.jpg,3.0,2.0,2.0,3.0,2.0,31.145733232566066,12.0,0.334,0.75,2.0
9cbad505fd8dc2272936df9590b7f7ed.jpg,3.0,3.0,2.0,3.0,-1.0,22.660621745769035,16.0,0.941,0.938,3.0
832b403bf507d99814a629156e2c351e.jpg,4.0,2.0,3.0,3.0,4.0,21.75799560237872,31.0,0.496,0.516,3.0
a3ea03a9404e14426241493c8dfabd70.jpg,3.0,2.0,2.0,2.0,2.0,23.805804934671954,18.0,0.387,0.778,3.0
4e1689f2dd2a33780536cbd28d6413e3.jpg,2.0,2.0,2.0,2.0,1.0,46.84373818994715,15.0,0.472,0.533,2.0
89d50c61249aa1251e16396f769eb717.jpg,3.0,3.0,2.0,1.0,1.0,50.3520120073039,15.0,0.758,1.0,2.0
52a9ab2b360ba1dcceb3a687b314bb4f.jpg,4.0,5.0,5.0,5.0,5.0,0.833193092451583,23.0,0.589,0.696,5.0
49c1d831b338ed6a225d7d84fd2d3d53.jpg,3.0,3.0,4.0,3.0,3.0,31.579258028871834,25.0,0.514,0.48,2.0
85132639521e43e56f137baacfe1ace8.jpg,3.0,3.0,4.0,-1.0,-1.0,-88.56966798944056,20.0,0.749,1.0,6.0
63ee57baa0d4a742acf09ab4766a2531.jpg,2.0,2.0,2.0,2.0,2.0,70.15181222913172,21.0,0.444,0.571,1.0
bdaab1334bf5424c33bcceb80df2dd8b.jpg,3.0,3.0,3.0,2.0,1.0,12.418383501303525,17.0,0.417,0.824,3.0
fe5d6231acfbec2b6eefcd973e5821a0.jpg,3.0,3.0,3.0,2.0,1.0,48.6075420420061,19.0,0.417,0.789,2.0
a2e4833ac4e21d133b435cecdccfa445.jpg,5.0,6.0,6.0,6.0,5.0,-37.23323643866389,48.0,0.535,0.458,5.0
5c20b7afe92b57b46b4bc27d55c9160e.jpg,2.0,2.0,2.0,2.0,1.0,45.75961703586516,16.0,0.678,0.688,2.0
bb831315e82e4e1004a5e29bdaf72b41.jpg,2.0,2.0,2.0,1.0,1.0,65.48503262818822,22.0,1.0,1.0,1.0
c148312ff286d029fddf0ea2ebfc3486.jpg,2.0,3.0,3.0,2.0,1.0,25.352267116875282,12.0,0.605,0.833,2.0
2556e58a7a49dae8291cb20f4c9f5cb6.jpg,5.0,5.0,5.0,5.0,5.0,-7.699646567504454,38.0,0.642,0.368,5.0
d41446707ea4bfeddf7a8377fda20d37.jpg,4.0,5.0,5.0,5.0,5.0,51.39961701472124,30.0,0.389,0.767,2.0
