,hasher,source,e_label,ra_label,e2_label,e3_label
243,360ce42c0b36686133a5432e1cb0209b.jpg,Book - Clinical dermatology (Habif 2010),4,5,5,4
244,ff43f1eaf41061f9e09be74ff3fb63ca.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2,2,2,2
245,b03d3f687f8e9ddb12e473f785127354.jpg,Book - Dermatology (Bolognia 2018),2,2,2,2
246,af16795ba605ce0dfca2ab8f8093e616.jpg,Book - Clinical dermatology (Habif 2010),2,3,3,2
247,ea0dab199b99977cc435a79338baa910.jpg,Book - Andrews Diseases of the Skin (James 2020),3,3,2,2
248,139afbb4612460f099262d91aca8ae3c.jpg,Book - Dermatology (Bolognia 2018),4,3,4,4
249,3abf8f5804118a9340f953a3a6ec257c.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),3,2,3,3
251,db5f720f0fce7802a775839616bbad1e.jpg,Book - Clinical dermatology (Habif 2010),3,4,3,4
252,41006f04d0e12eb76a9d9bf41d19e65b.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),3,6,5,5
253,c8067334d7f420e710de6dc4d51019d6.jpg,Book - Dermatology (Bolognia 2018),3,3,3,2
254,52fe326713c59b893e5f1eadd8187af3.jpg,Book - Fitzpatricks Dermatology (Kang 2019),1,2,1,1
255,265e5b3acf15f438caac743724b549fb.jpg,Book - Clinical dermatology (Habif 2010),2,2,3,2
256,ca4becd35b82263dea755f0a64a91af5.jpg,Book - Andrews Diseases of the Skin (James 2020),3,3,3,2
257,778c16e932b4c5f764c7da92d95814fd.jpg,Book - Dermatology (Bolognia 2018),3,2,3,3
258,08faa3802475fbfd230c449fa506922b.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2,2,2,2
259,44453df6294461a8f141cb1afd3c2a11.jpg,Book - Fitzpatricks Dermatology (Kang 2019),3,4,5,4
260,db1b71f4c8465982fdf87d9493e13667.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5,5,5,6
261,bb88e157e2f9dfe04c3f45f2aa621687.jpg,Book - Dermatology (Bolognia 2018),2,2,2,2
262,d0a59b103c3b87625cf26842193119cb.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),3,4,5,5
263,fe9acb5ca54cb627250ff3fb1a93b409.jpg,Book - Dermatology (Bolognia 2018),5,6,5,5
264,54082fc4f9061c156075d2b831b40e56.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),2,2,4,3
265,7344f3fe5f4837d7be36819407eb8516.jpg,Book - Clinical dermatology (Habif 2010),3,3,3,3
266,84a66f7eaeca85ce70eb28c951d8964b.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2,2,2,2
267,a4a9c116d2bd2d13a267fda481ce2d29.jpg,Book - Andrews Diseases of the Skin (James 2020),4,4,4,5
268,2a0dc1f19c334e436448872c9b3348aa.jpg,Book - Clinical dermatology (Habif 2010),2,3,2,2
269,027268123fc0735b7aa454b06ff6dad9.jpg,Book - Dermatology (Bolognia 2018),3,2,2,2
270,9011b4a2bab4de1c8720b3d82f324d38.jpg,Book - Dermatology (Bolognia 2018),3,1,3,2
271,a44791dad79251f20fa1d012fa2513da.jpg,Book - Andrews Diseases of the Skin (James 2020),3,2,3,2
272,0a8473ca7222c9763aa380ab19b0860f.jpg,Book - Andrews Diseases of the Skin (James 2020),6,6,6,6
273,a848d15148fe9a807d0e4f3aa8f362eb.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),6,6,5,6
274,ecaa5c04abd85044437e99e02a44f109.jpg,Book - Dermatology (Bolognia 2018),2,2,3,3
275,8e97e05d7285cc556a4eb00f1be081d4.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3,3,3,2
276,dd33457997f66383cb211ae19f977d16.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3,4,4,4
277,2b973b64ea1b411ebbe95e60efa62ecb.jpg,Book - Clinical dermatology (Habif 2010),5,6,6,6
278,e3d2c22a68b2b44ab87cc82598063a9d.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3,2,3,1
279,e1896cd3a4a4c0b8dbab4f6c51be3360.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2,2,3,2
280,63312b934d5bf335d1f28a3a7ee5474b.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),2,2,3,2
281,e2028572a4e913ece2c79d9feb4d9c89.jpg,Book - Clinical dermatology (Habif 2010),2,2,3,2
282,3b7c852a09417c0923f21ca2d6806be9.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),5,5,6,6
284,46f7ec8feb893c6057158b1890032cc1.jpg,Book - Andrews Diseases of the Skin (James 2020),2,2,2,2
285,9bae807a54b98186bd0a78e6d3d564cc.jpg,Book - Clinical dermatology (Habif 2010),2,2,2,2
286,a97d8729eeef977cfdf30fff9e7983a1.jpg,Book - Dermatology (Bolognia 2018),6,6,6,6
287,d5f2c93adf920d467ac3955d9496bc7f.jpg,Book - Andrews Diseases of the Skin (James 2020),2,3,3,2
288,2613ba5ec4ef97d4bfae7a366d82ae65.jpg,Book - Clinical dermatology (Habif 2010),2,2,2,2
289,bc7163e2c69f87dfec3b81a0a342cd78.jpg,Book - Dermatology (Bolognia 2018),6,6,6,6
290,03d94b7346bd6e8c417ebb27f1f678b8.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2,2,2,2
291,6a5aab4144c5fe814ca2eecad3f15d4c.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3,5,3,3
292,54b59b3d59cfaa42cf1500a6cc0a3e61.jpg,Book - Dermatology (Bolognia 2018),2,2,2,2
293,aa1d256dee1fe25ec89e7e8e8c554611.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),2,2,3,3
294,aae2b4dc57260323732e2a2f57cc7078.jpg,Book - Andrews Diseases of the Skin (James 2020),3,2,3,2
295,ee233521cc26962c7f3eeb1b4d5f6d27.jpg,Book - Andrews Diseases of the Skin (James 2020),2,3,3,3
296,c2827f6f022be2a86d192be0e1d8c865.jpg,Book - Clinical dermatology (Habif 2010),3,2,3,2
297,4974582df37d3242fddaef3e6c406edf.jpg,Book - Dermatology (Bolognia 2018),6,5,6,6
298,dfd62a0715fbc9b64e63419868fe5488.jpg,Book - Clinical dermatology (Habif 2010),5,4,4,5
299,b5b4a1e8d2faeeb18b2833406f5c4eb4.jpg,Book - Andrews Diseases of the Skin (James 2020),4,4,4,5
300,3cc289a56102a755499bbab2fc6f5cdc.jpg,Book - Andrews Diseases of the Skin (James 2020),3,3,4,3
301,85777a7d74a6c352d1c5ac67c32e0dca.jpg,Book - Dermatology (Bolognia 2018),3,2,2,3
302,b9efd8dc2efa2024fc8dc4585ef9d5e1.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),4,3,3,4
303,eddc67b12c378869ba910d0999093b8c.jpg,Book - Dermatology (Bolognia 2018),5,6,6,6
304,b31156cfaeec71b0a8852f8adeffaab4.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),5,6,6,2
305,3aca69a99a373b6fa8f3b6ff13fa008e.jpg,Book - Andrews Diseases of the Skin (James 2020),5,5,5,4
306,b6bbe851ac0a26d1449d2cab040419f3.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),3,2,3,2
307,7e9b05ce620efb77ad3518c8a5c665e5.jpg,Book - Dermatology atlas for skin of color (Jackson-Richards 2014),-1,-1,4,-1
308,7c7bffcbffadeeaf114e1c8c6c2b5819.jpg,Book - Andrews Diseases of the Skin (James 2020),3,3,4,4
309,e453c5fd629f873d9438b70289edabf3.jpg,Book - Clinical dermatology (Habif 2010),5,5,5,5
310,536e6c52d37ead87e489aca864cb6cd3.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5,5,6,6
311,c7335c2ae4d0717f50534a06df3f2a03.jpg,Book - Clinical dermatology (Habif 2010),4,4,4,4
312,9e9b78acad56e962d32ed846348df4fe.jpg,Book - Clinical dermatology (Habif 2010),3,3,2,2
313,9cbad505fd8dc2272936df9590b7f7ed.jpg,Book - Clinical dermatology (Habif 2010),3,5,3,2
314,832b403bf507d99814a629156e2c351e.jpg,Book - Rooks textbook of dermatology (Griffiths 2016),4,3,2,3
315,a3ea03a9404e14426241493c8dfabd70.jpg,Book - Clinical dermatology (Habif 2010),3,2,2,2
316,4e1689f2dd2a33780536cbd28d6413e3.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2,2,2,2
317,89d50c61249aa1251e16396f769eb717.jpg,Book - Dermatology (Bolognia 2018),3,3,3,2
318,52a9ab2b360ba1dcceb3a687b314bb4f.jpg,Book - Fitzpatricks dermatology in general medicine (Wolff 2008),4,5,5,5
319,49c1d831b338ed6a225d7d84fd2d3d53.jpg,Book - Clinical dermatology (Habif 2010),3,3,3,4
320,85132639521e43e56f137baacfe1ace8.jpg,Book - Clinical dermatology (Habif 2010),3,3,3,4
321,63ee57baa0d4a742acf09ab4766a2531.jpg,Book - Clinical dermatology (Habif 2010),2,1,2,2
322,bdaab1334bf5424c33bcceb80df2dd8b.jpg,Book - Dermatology (Bolognia 2018),3,2,3,3
323,fe5d6231acfbec2b6eefcd973e5821a0.jpg,Book - Dermatology (Bolognia 2018),3,2,3,3
324,a2e4833ac4e21d133b435cecdccfa445.jpg,Book - Dermatology (Bolognia 2018),5,6,6,6
325,5c20b7afe92b57b46b4bc27d55c9160e.jpg,Book - Clinical dermatology (Habif 2010),2,1,2,2
326,bb831315e82e4e1004a5e29bdaf72b41.jpg,Book - Dermatology (Bolognia 2018),2,1,2,2
327,c148312ff286d029fddf0ea2ebfc3486.jpg,Book - Fitzpatricks Dermatology (Kang 2019),2,3,3,3
328,2556e58a7a49dae8291cb20f4c9f5cb6.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),5,6,5,5
329,d41446707ea4bfeddf7a8377fda20d37.jpg,Book - Taylor and Kellys Dermatology for Skin of Color (Taylor 2016),4,5,5,5
